step,split,total,mse,l2,entropy,mag,canon,noncanon,canon_usage,helix
38,val,0.17978388228751335,0.09073768615722656,0.08904619613028679,0.0,0.0,0.0,0.0,0.0,0.0
39,train,0.180194410437229,0.09115052541097005,0.08904388502625896,0.0,0.0,0.0,0.0,0.0,0.0
39,val,0.176017928362231,0.08298707962036132,0.09303084874186969,0.0,0.0,0.0,0.0,0.0,0.0
40,train,0.17635829755326157,0.08333040237426757,0.093027895178994,0.0,0.0,0.0,0.0,0.0,0.0
40,val,0.17346753469126303,0.07662290573120117,0.09684462896006184,0.0,0.0,0.0,0.0,0.0,0.0
41,train,0.17374612675647572,0.0769049072265625,0.09684121952991323,0.0,0.0,0.0,0.0,0.0,0.0
41,val,0.1718968542109359,0.07143454233805338,0.10046231187288251,0.0,0.0,0.0,0.0,0.0,0.0
42,train,0.17212875964410554,0.07167013168334961,0.10045862796075593,0.0,0.0,0.0,0.0,0.0,0.0
42,val,0.17108150082351659,0.06721832275390625,0.10386317806961035,0.0,0.0,0.0,0.0,0.0,0.0
43,train,0.17127633008182266,0.06741694132486979,0.10385938875695287,0.0,0.0,0.0,0.0,0.0,0.0
43,val,0.17083921062131188,0.06380704243977865,0.10703216818153323,0.0,0.0,0.0,0.0,0.0,0.0
44,train,0.17100180593266678,0.06397338231404623,0.10702842361862056,0.0,0.0,0.0,0.0,0.0,0.0
44,val,0.17099223721002615,0.061032740275065105,0.10995949693496104,0.0,0.0,0.0,0.0,0.0,0.0
45,train,0.1711219169611594,0.061165994008382164,0.10995592295277723,0.0,0.0,0.0,0.0,0.0,0.0
45,val,0.17142692869452109,0.05878838857014974,0.11263854012437136,0.0,0.0,0.0,0.0,0.0,0.0
46,train,0.1715346436881627,0.05889940897623698,0.11263523471192573,0.0,0.0,0.0,0.0,0.0,0.0
46,val,0.17203745236250367,0.056971073150634766,0.11506637921186891,0.0,0.0,0.0,0.0,0.0,0.0
47,train,0.17213071640399116,0.057067305246988935,0.11506341115700222,0.0,0.0,0.0,0.0,0.0,0.0
47,val,0.17274464769468312,0.055500736236572264,0.11724391145811086,0.0,0.0,0.0,0.0,0.0,0.0
48,train,0.17282027782025478,0.05557895660400391,0.11724132121625086,0.0,0.0,0.0,0.0,0.0,0.0
48,val,0.17348572765635065,0.054311606089274087,0.11917412156707656,0.0,0.0,0.0,0.0,0.0,0.0
