step,split,total,mse,l2,entropy,mag,canon,noncanon,canon_usage,helix
13,train,0.3467684852124479,0.34289954650763244,0.0038689387048156227,0.0,0.0,0.0,0.0,0.0,0.0
13,val,0.3928895068178689,0.38879760667407987,0.004091900143788992,0.0,0.0,0.0,0.0,0.0,0.0
14,train,0.3497517826563095,0.34538244275498015,0.004369339901329416,0.0,0.0,0.0,0.0,0.0,0.0
14,val,0.3674348269777677,0.36282275943644243,0.004612067541325289,0.0,0.0,0.0,0.0,0.0,0.0
15,train,0.31686118923187734,0.31217448828232874,0.004686700949548602,0.0,0.0,0.0,0.0,0.0,0.0
15,val,0.3514648579985878,0.34652254465217264,0.0049423133464150185,0.0,0.0,0.0,0.0,0.0,0.0
16,train,0.30900844105276193,0.30392223855298095,0.0050862024997810375,0.0,0.0,0.0,0.0,0.0,0.0
16,val,0.3176168358271943,0.31216895815776163,0.005447877669432665,0.0,0.0,0.0,0.0,0.0,0.0
17,train,0.2705598646187962,0.26471288085367056,0.005846983765125732,0.0,0.0,0.0,0.0,0.0,0.0
17,val,0.2995908778944835,0.2934801212329134,0.006110756661570277,0.0,0.0,0.0,0.0,0.0,0.0
18,train,0.23585663168648505,0.22931056857890217,0.0065460631075829655,0.0,0.0,0.0,0.0,0.0,0.0
18,val,0.2500897617176465,0.2433086287083955,0.006781133009251092,0.0,0.0,0.0,0.0,0.0,0.0
19,train,0.20320005107826483,0.1961369333989096,0.007063117679355255,0.0,0.0,0.0,0.0,0.0,0.0
19,val,0.22750033421396643,0.22007911244299905,0.007421221770967489,0.0,0.0,0.0,0.0,0.0,0.0
20,train,0.19329525884144183,0.1856408640813242,0.007654394760117681,0.0,0.0,0.0,0.0,0.0,0.0
20,val,0.21230512205754493,0.20439384877460262,0.007911273282942336,0.0,0.0,0.0,0.0,0.0,0.0
21,train,0.19281750130912226,0.1846084707695,0.008209030539622176,0.0,0.0,0.0,0.0,0.0,0.0
21,val,0.18718175547661542,0.17876307297878202,0.008418682497833356,0.0,0.0,0.0,0.0,0.0,0.0
22,train,0.1636078407824422,0.1548787936067934,0.008729047175648786,0.0,0.0,0.0,0.0,0.0,0.0
22,val,0.16873132041503372,0.15985449483398959,0.008876825581044146,0.0,0.0,0.0,0.0,0.0,0.0
23,train,0.1368007641380519,0.1277395480204162,0.009061216117635744,0.0,0.0,0.0,0.0,0.0,0.0
23,val,0.17113235463396895,0.16189420850053882,0.009238146133430044,0.0,0.0,0.0,0.0,0.0,0.0
24,train,0.13254856922384037,0.12323020440756735,0.00931836481627302,0.0,0.0,0.0,0.0,0.0,0.0
24,val,0.1533440181603105,0.14387056204118204,0.009473456119128521,0.0,0.0,0.0,0.0,0.0,0.0
25,train,0.12626781783626767,0.11655069376243096,0.009717124073836713,0.0,0.0,0.0,0.0,0.0,0.0
25,val,0.15048811947379398,0.14066048529062644,0.009827634183167512,0.0,0.0,0.0,0.0,0.0,0.0
26,train,0.14800190406117292,0.13805594341918284,0.00994596064199001,0.0,0.0,0.0,0.0,0.0,0.0
26,val,0.13546827175653073,0.12540904243278037,0.010059229323750363,0.0,0.0,0.0,0.0,0.0,0.0
27,train,0.13208553500873152,0.12180349938573064,0.010282035623000913,0.0,0.0,0.0,0.0,0.0,0.0
27,val,0.14245140405424978,0.13207970695521273,0.010371697099037016,0.0,0.0,0.0,0.0,0.0,0.0
28,train,0.13137899310572626,0.12089866928145049,0.010480323824275781,0.0,0.0,0.0,0.0,0.0,0.0
28,val,0.13585134317674538,0.12533565849860057,0.01051568467814479,0.0,0.0,0.0,0.0,0.0,0.0
29,train,0.1350710999079047,0.12445559543242707,0.010615504475477645,0.0,0.0,0.0,0.0,0.0,0.0
29,val,0.1356300612033683,0.12490692827701126,0.010723132926357066,0.0,0.0,0.0,0.0,0.0,0.0
30,train,0.12942072507073948,0.1186377914436084,0.010782933627131074,0.0,0.0,0.0,0.0,0.0,0.0
30,val,0.13673843274360029,0.12591415983605309,0.010824272907547186,0.0,0.0,0.0,0.0,0.0,0.0
31,train,0.12982143239658006,0.11892822477295746,0.010893207623622636,0.0,0.0,0.0,0.0,0.0,0.0
31,val,0.14316297593312594,0.13227573702808829,0.010887238905037632,0.0,0.0,0.0,0.0,0.0,0.0
32,train,0.1426428274395303,0.131679441468922,0.010963385970608306,0.0,0.0,0.0,0.0,0.0,0.0
32,val,0.13104277882072665,0.11996172322068885,0.011081055600037814,0.0,0.0,0.0,0.0,0.0,0.0
33,train,0.13729241751454616,0.1261983647922165,0.011094052722329628,0.0,0.0,0.0,0.0,0.0,0.0
33,val,0.13644375518631782,0.1253322840479797,0.011111471138338165,0.0,0.0,0.0,0.0,0.0,0.0
34,train,0.13250971045618193,0.12136611113195003,0.011143599324231906,0.0,0.0,0.0,0.0,0.0,0.0
34,val,0.13857839349078988,0.1274105364067949,0.011167857083994997,0.0,0.0,0.0,0.0,0.0,0.0
35,train,0.12901468929649598,0.11783123833219443,0.011183450964301463,0.0,0.0,0.0,0.0,0.0,0.0
35,val,0.13016491705643066,0.11896318550965855,0.011201731546772111,0.0,0.0,0.0,0.0,0.0,0.0
36,train,0.13322122240421555,0.12199592190240674,0.011225300501808864,0.0,0.0,0.0,0.0,0.0,0.0
36,val,0.12972922377836016,0.11844647436882076,0.011282749409539437,0.0,0.0,0.0,0.0,0.0,0.0
37,train,0.12146801043727687,0.11020797496807506,0.01126003546920185,0.0,0.0,0.0,0.0,0.0,0.0
37,val,0.12985974737180092,0.11863421463960128,0.011225532732199627,0.0,0.0,0.0,0.0,0.0,0.0
38,train,0.13767658735746827,0.12644195219017795,0.011234635167290306,0.0,0.0,0.0,0.0,0.0,0.0
38,val,0.13159894487196858,0.12035728847348848,0.01124165639848011,0.0,0.0,0.0,0.0,0.0,0.0
39,train,0.1314290692798515,0.12021585691907573,0.011213212360775755,0.0,0.0,0.0,0.0,0.0,0.0
39,val,0.12312254694222186,0.11185165678302252,0.011270890159199314,0.0,0.0,0.0,0.0,0.0,0.0
40,train,0.1261643031557746,0.11481929955297009,0.011345003602804483,0.0,0.0,0.0,0.0,0.0,0.0
40,val,0.12245814024423049,0.1110257756037823,0.011432364640448176,0.0,0.0,0.0,0.0,0.0,0.0
41,train,0.12717794248452374,0.11564026375616253,0.011537678728361214,0.0,0.0,0.0,0.0,0.0,0.0
41,val,0.126519731831153,0.11506635607492727,0.011453375756225691,0.0,0.0,0.0,0.0,0.0,0.0
42,train,0.13137302624214384,0.11991933075494421,0.011453695487199624,0.0,0.0,0.0,0.0,0.0,0.0
42,val,0.12808389986707605,0.11655579354736044,0.011528106319715608,0.0,0.0,0.0,0.0,0.0,0.0
