step,split,total,mse,l2,entropy,mag,canon,noncanon,canon_usage,helix
0,train,0.5847699911361818,0.5847464629532001,2.352818298154148e-05,0.0,0.0,0.0,0.0,0.0,0.0
0,val,0.5816922141122959,0.5816197963379965,7.241777429919402e-05,0.0,0.0,0.0,0.0,0.0,0.0
1,train,0.5722038477561375,0.572030627895632,0.00017321986050557246,0.0,0.0,0.0,0.0,0.0,0.0
1,val,0.5557093323161916,0.555399782322863,0.00030954999332859044,0.0,0.0,0.0,0.0,0.0,0.0
2,train,0.5560694682738804,0.5555832155038992,0.0004862527699812649,0.0,0.0,0.0,0.0,0.0,0.0
2,val,0.5681592357427538,0.5674546601578913,0.0007045755848626875,0.0,0.0,0.0,0.0,0.0,0.0
3,train,0.5338351291659549,0.5328798517540002,0.0009552774119546672,0.0,0.0,0.0,0.0,0.0,0.0
3,val,0.5241974598557917,0.5229697643593646,0.0012276954964271568,0.0,0.0,0.0,0.0,0.0,0.0
4,train,0.5152126813687015,0.5137771588508337,0.0014355225178676449,0.0,0.0,0.0,0.0,0.0,0.0
4,val,0.5297327444738331,0.5281154896313611,0.00161725484247189,0.0,0.0,0.0,0.0,0.0,0.0
5,train,0.516810520403056,0.5150043561272348,0.0018061642758214862,0.0,0.0,0.0,0.0,0.0,0.0
5,val,0.5208889419227635,0.5188767987184069,0.0020121432043564745,0.0,0.0,0.0,0.0,0.0,0.0
6,train,0.500943518940927,0.49876313040094483,0.0021803885399823194,0.0,0.0,0.0,0.0,0.0,0.0
6,val,0.48599616830731024,0.4836810021424883,0.0023151661648218584,0.0,0.0,0.0,0.0,0.0,0.0
7,train,0.47110122333865967,0.4686845189525542,0.0024167043861053664,0.0,0.0,0.0,0.0,0.0,0.0
7,val,0.5044203367591137,0.5019526758001782,0.0024676609589355655,0.0,0.0,0.0,0.0,0.0,0.0
8,train,0.4821247848047537,0.4796486615582712,0.002476123246482446,0.0,0.0,0.0,0.0,0.0,0.0
8,val,0.4862249075532188,0.48374058446681556,0.0024843230864032696,0.0,0.0,0.0,0.0,0.0,0.0
9,train,0.4696529507606961,0.4671465262138693,0.0025064245468267993,0.0,0.0,0.0,0.0,0.0,0.0
9,val,0.4840602686063716,0.48157344234126614,0.00248682626510544,0.0,0.0,0.0,0.0,0.0,0.0
10,train,0.4752052439213294,0.47272233173178646,0.0024829121895431315,0.0,0.0,0.0,0.0,0.0,0.0
10,val,0.45568796872357725,0.4531910555253562,0.0024969131982210814,0.0,0.0,0.0,0.0,0.0,0.0
11,train,0.4814054954783097,0.4788984916232268,0.0025070038550826903,0.0,0.0,0.0,0.0,0.0,0.0
11,val,0.4657554185141013,0.46324044201489667,0.0025149764992046,0.0,0.0,0.0,0.0,0.0,0.0
12,train,0.46875506253649385,0.46614944063079033,0.002605621905703407,0.0,0.0,0.0,0.0,0.0,0.0
