step,split,total,mse,l2,entropy,mag,canon,noncanon,canon_usage,helix
0,train,1.1155490608315266,0.5786403010246565,0.03485492779246834,0.0,0.5020538320144018,0.0,0.0,0.0,0.0
0,val,1.0519935354217516,0.5446257239703525,0.03399341339870658,0.0,0.47337439805269244,0.0,0.0,0.0,0.0
1,train,1.0266737440360512,0.523914164740597,0.03338245895955728,0.0,0.4693771203358968,0.0,0.0,0.0,0.0
1,val,1.0816431760772969,0.5630341096175819,0.03255759343820819,0.0,0.48605147302150725,0.0,0.0,0.0,0.0
2,train,1.0094348931224812,0.5245022401106745,0.03200002700281928,0.0,0.4529326260089874,0.0,0.0,0.0,0.0
2,val,1.0606161251371449,0.54859737397461,0.031227955776697357,0.0,0.4807907953858376,0.0,0.0,0.0,0.0
3,train,1.1111740565341914,0.5787138862878078,0.030688720203659,0.0,0.5017714500427246,0.0,0.0,0.0,0.0
3,val,1.0734992280983096,0.559243154808127,0.029945653432680675,0.0,0.484310419857502,0.0,0.0,0.0,0.0
4,train,1.0453331077567494,0.5441033545110293,0.02942754343133071,0.0,0.47180220981438953,0.0,0.0,0.0,0.0
4,val,1.0398834017875804,0.5375729174741665,0.028700376712724858,0.0,0.47361010760068895,0.0,0.0,0.0,0.0
5,train,1.0488042722519628,0.5427584385054016,0.028194095214176918,0.0,0.4778517385323842,0.0,0.0,0.0,0.0
5,val,1.056521558310123,0.5505438711153711,0.02749180044214656,0.0,0.47848588675260545,0.0,0.0,0.0,0.0
6,train,1.027422872804066,0.5313670067135597,0.027011483717014294,0.0,0.46904438237349194,0.0,0.0,0.0,0.0
6,val,1.0766239649478009,0.5617444884365448,0.02636614986635865,0.0,0.48851332664489744,0.0,0.0,0.0,0.0
7,train,1.0134815068935454,0.533619699411867,0.02592315937701078,0.0,0.45393864810466766,0.0,0.0,0.0,0.0
7,val,1.0681855737098975,0.5552665503371299,0.025301155187724182,0.0,0.4876178681850433,0.0,0.0,0.0,0.0
8,train,1.0578722981192301,0.5507089467439062,0.024877707758011725,0.0,0.48228564361731213,0.0,0.0,0.0,0.0
8,val,1.0621823332952351,0.5555442373924415,0.024295651542537752,0.0,0.4823424443602562,0.0,0.0,0.0,0.0
9,train,1.0785186389305603,0.5665301219668801,0.023911383069713577,0.0,0.4880771338939667,0.0,0.0,0.0,0.0
9,val,1.0246446293196099,0.5389088793769996,0.023376962286779605,0.0,0.4623587876558304,0.0,0.0,0.0,0.0
10,train,1.016755218547736,0.5297097979239666,0.023015646553983322,0.0,0.46402977406978607,0.0,0.0,0.0,0.0
10,val,1.0396876503866386,0.5389512537608714,0.02252198369813957,0.0,0.47821441292762756,0.0,0.0,0.0,0.0
11,train,1.0151863989406316,0.5365052283008397,0.02218882113436729,0.0,0.4564923495054245,0.0,0.0,0.0,0.0
11,val,1.0057750077118324,0.5257848441192536,0.02175480291056807,0.0,0.45823536068201065,0.0,0.0,0.0,0.0
12,train,1.0272770822735995,0.5377346577236306,0.021486302088014164,0.0,0.46805612246195477,0.0,0.0,0.0,0.0
12,val,1.0344174783593354,0.5428795715859265,0.02115230912717236,0.0,0.47038559764623644,0.0,0.0,0.0,0.0
13,train,0.9387966707187299,0.4972830094247495,0.020954180507656864,0.0,0.42055948078632355,0.0,0.0,0.0,0.0
13,val,1.0612214256599342,0.5613609783424339,0.020707149475951307,0.0,0.4791532978415489,0.0,0.0,0.0,0.0
14,train,1.0065946924037452,0.5230222361550095,0.020587253578638453,0.0,0.46298520267009735,0.0,0.0,0.0,0.0
14,val,1.0056845812241202,0.5277516778496554,0.020397079194815423,0.0,0.45753582417964933,0.0,0.0,0.0,0.0
15,train,1.012141268485747,0.5331984196685811,0.020258712347007116,0.0,0.4586841364701589,0.0,0.0,0.0,0.0
15,val,1.0388747331446317,0.5467778021513245,0.02006220842670275,0.0,0.4720347225666046,0.0,0.0,0.0,0.0
16,train,1.0493754676679765,0.551792883001015,0.01991095646992726,0.0,0.4776716281970342,0.0,0.0,0.0,0.0
16,val,1.0058273720951731,0.5239397029776918,0.019705867023498674,0.0,0.4621818020939827,0.0,0.0,0.0,0.0
17,train,0.9567133439494816,0.5010232635510684,0.019613583360207812,0.0,0.43607649703820545,0.0,0.0,0.0,0.0
17,val,1.0158211101711756,0.5347771732591878,0.019504161778855004,0.0,0.46153977513313293,0.0,0.0,0.0,0.0
18,train,0.95453504094563,0.5031322310164664,0.01941909065972895,0.0,0.43198371926943463,0.0,0.0,0.0,0.0
18,val,1.0323904779396904,0.5447788404009097,0.01930147958408795,0.0,0.46831015795469283,0.0,0.0,0.0,0.0
19,train,0.9828414599394805,0.5187423177592256,0.019257846699526734,0.0,0.44484129548072815,0.0,0.0,0.0,0.0
19,val,1.009379948533975,0.5305838337213664,0.01920632798504392,0.0,0.45958978682756424,0.0,0.0,0.0,0.0
20,train,0.9484431038157496,0.5070362891914189,0.01916687028553218,0.0,0.4222399443387985,0.0,0.0,0.0,0.0
20,val,0.9638434876721416,0.5121697079755767,0.019110355586152268,0.0,0.4325634241104126,0.0,0.0,0.0,0.0
21,train,0.9618520875662654,0.5123607316670148,0.019087954444960826,0.0,0.43040340145428974,0.0,0.0,0.0,0.0
21,val,0.943905426134776,0.5040383787638902,0.019088023306344917,0.0,0.4207790240645409,0.0,0.0,0.0,0.0
22,train,1.0225441639350537,0.5503112604043632,0.0191298926775587,0.0,0.4531030108531316,0.0,0.0,0.0,0.0
22,val,0.9165060111707304,0.4855894623379375,0.01916947172536348,0.0,0.4117470771074295,0.0,0.0,0.0,0.0
23,train,0.98414616401034,0.526981447740385,0.019192776626730936,0.0,0.43797193964322406,0.0,0.0,0.0,0.0
23,val,0.9686142225279084,0.5175324751775598,0.019250821110858088,0.0,0.4318309262394905,0.0,0.0,0.0,0.0
24,train,0.9448715276002515,0.5054716949294212,0.019318872873924777,0.0,0.4200809597969055,0.0,0.0,0.0,0.0
24,val,0.9521912756170903,0.5032418036607355,0.019437011426550806,0.0,0.42951246052980424,0.0,0.0,0.0,0.0
25,train,1.0260995164605249,0.5485825078145014,0.01952095316220548,0.0,0.45799605548381805,0.0,0.0,0.0,0.0
25,val,0.9592943473613452,0.508966367651871,0.019620292569963123,0.0,0.43070768713951113,0.0,0.0,0.0,0.0
26,train,0.9860324864208456,0.5264915466074578,0.01967758087866731,0.0,0.43986335893472034,0.0,0.0,0.0,0.0
26,val,0.9394099277778303,0.5035582468704384,0.019768702658795764,0.0,0.4160829782485962,0.0,0.0,0.0,0.0
27,train,0.8750903032187146,0.4652618150423378,0.019867339874616387,0.0,0.3899611483017604,0.0,0.0,0.0,0.0
27,val,0.9338266409193814,0.5036596390878388,0.019998419630538482,0.0,0.41016858220100405,0.0,0.0,0.0,0.0
28,train,0.9230523719687692,0.498007473713771,0.02005758788518856,0.0,0.40498731036980945,0.0,0.0,0.0,0.0
28,val,0.960056458835093,0.5112804503655722,0.02016415773099552,0.0,0.42861185073852537,0.0,0.0,0.0,0.0
29,train,0.8985047737104851,0.4775019666913763,0.020235868094319466,0.0,0.40076693892478943,0.0,0.0,0.0,0.0
29,val,0.957740172059023,0.5116804049540491,0.020324531890740332,0.0,0.4257352352142334,0.0,0.0,0.0,0.0
30,train,0.8800982453805967,0.47409070341933934,0.020372314996306814,0.0,0.38563522696495056,0.0,0.0,0.0,0.0
30,val,0.8981975599980139,0.479653079872331,0.02049385748364258,0.0,0.3980506226420403,0.0,0.0,0.0,0.0
